A,B,C,G,R,X6,X8
7,1057.8,929.69,50.02,1673,97.8482,0.2101
7,1015.59,899.7,52.19,1965,91.2468,0.2188
7,1022.25,899.7,50.44,4047,69.1376,0.2536
8,1066.95,869.71,48.02,6731,59.7237,0.2163
6,1084.25,869.71,48.02,3670,53.8965,0.1419
8,1070.41,949.68,51.3,2000,73.45,0.2156
7,1049.65,949.68,52.65,1767,87.8325,0.2565
7,1084.25,949.68,49.2,2734,73.0066,0.2128
7,1107.23,949.68,49.2,2277,73.913,0.2168
5,1094.04,939.69,49.2,3176,69.3325,0.1463
7,1064.65,919.69,49.2,6098,73.2207,0.2529
6,1056.96,919.69,50.02,3648,86.2939,0.2183
7,1063.49,869.71,48.4,5063,54.0984,0.217
7,1078.1,869.71,48.4,6151,75.9714,0.2141
6,1102.71,949.68,50.44,3432,97.3485,0.1744
7,1075.03,919.69,50.44,2624,77.1341,0.1789
8,1083.64,909.7,46.89,6066,56.4622,0.2215
8,1102.03,889.7,46.89,5855,79.2827,0.2178
6,1068.49,889.7,50.44,4261,82.8444,0.21600000000000003
7,1072.72,889.7,49.2,3854,78.5158,0.2151
7,1039.65,889.7,49.2,1870,39.893,0.2494
8,1018.95,899.7,51.74,2450,65.551,0.2454
6,1067.72,899.7,48.02,6481,74.3249,0.2161
6,1138.37,919.69,47.26,4469,52.5397,0.2196
8,1116.83,989.67,47.26,1599,76.6104,0.2149
8,1061.95,919.69,51.74,3599,91.1364,0.2173
8,1021.14,539.82,50.44,12659,64.4127,0.1814
8,1048.91,539.82,50.44,10161,58.3309,0.2119
7,1106.43,939.69,46.53,5264,70.8777,0.2169
6,1118.03,939.69,46.53,4366,73.202,0.2504
7,1073.49,909.7,50.44,3132,50.1916,0.2508
7,1079.26,909.7,50.44,3667,58.4674,0.2138
7,1059.26,939.69,50.44,2080,78.7981,0.2179
8,1028.55,889.7,53.12,2314,62.2299,0.2521
8,1013.95,889.7,51.3,1760,80.5682,0.2113
8,1014.11,889.7,52.19,2125,63.5765,0.1461
7,1005.38,889.7,51.3,3897,80.4465,0.1421
6,983.47,889.7,54.56,1864,92.7575,0.1753
6,973.12,869.71,54.56,2263,76.0937,0.2126
7,949.68,809.73,53.59,5291,47.3823,0.1816
5,999.31,809.73,53.59,2918,38.5538,0.2502
5,1025.21,919.69,53.12,2047,69.7606,0.2168
7,1030.4,899.7,50.02,3818,78.2609,0.2157
7,1021.14,889.7,52.65,3545,58.9845,0.2539
8,1031.51,889.7,50.02,3605,81.3592,0.2154
9,1001.81,869.71,51.3,4997,50.6904,0.2139
8,1004.67,809.73,50.02,8454,69.2335,0.2488
7,1058.54,809.73,50.02,5299,58.7847,0.2449
8,1027.06,889.7,50.86,2007,76.0837,0.2164
8,1029.29,889.7,50.86,2641,67.58800000000001,0.2159
6,1086.95,959.68,50.44,2679,63.3072,0.2123
6,1088.48,959.68,50.44,2921,46.3882,0.1413
7,1095.63,969.68,48.8,3435,51.5866,0.2191
7,1089.24,859.71,48.8,2639,80.2577,0.2203
8,1049.28,859.71,51.3,2545,71.5914,0.2118
7,1065.41,939.69,47.63,3046,50.0657,0.2527
6,1070.41,869.71,47.63,4847,56.4267,0.1437
5,1042.25,759.75,50.44,6311,50.2773,0.1421
6,938.65,759.75,50.44,9539,8.2713,0.147
8,877.52,789.74,56.09,2110,46.3981,0.2493
10,835.72,629.79,56.09,3321,54.8329,0.1368
9,770.28,609.8,63.18,5584,18.3918,0.1404
9,753.17,589.8,63.18,4066,18.2489,0.1398
8,762.38,589.8,68.2,3134,26.2604,0.2761
9,806.02,719.76,61.24,1910,55.445,0.2481
9,763.8,619.79,61.24,5055,23.363000000000003,0.2123
10,706.35,619.79,63.85,3980,16.7337,0.1381
11,656.29,359.88,53.12,6633,86.9591,0.1417
12,649.33,359.88,45.82,17839,72.0164,0.175
11,664.66,549.82,45.82,13646,55.2176,0.2099
10,677.39,549.82,71.45,2758,5.9463,0.2109
8,668.85,609.8,75.97,752,15.2926,0.1739
8,679.3,609.8,77.95,645,16.5891,0.1402
8,663.73,579.81,77.95,594,39.0572,0.2453
10,622.01,559.81,88.26,204,25.9804,0.3215
10,640.92,559.81,85.74,410,12.439,0.3191
10,631.79,569.81,86.99,250,47.6,0.1407
10,596.13,549.82,90.94,412,23.7864,0.1712
10,590.82,549.82,93.78,363,32.2314,0.1382
10,609.16,549.82,83.36,1201,12.0733,0.2445
7,1260.49,949.68,39.49,9415,55.5815,0.2524
7,1300.52,1069.64,39.49,4615,81.0834,0.2563
7,1231.41,1069.64,44.79,3618,92.2056,0.2215
6,1230.5,979.67,44.13,5314,93.6206,0.2216
7,1213.51,979.67,42.87,7597,81.4269,0.2508
6,1180.02,1029.66,46.17,2610,86.4368,0.2472
6,1225.95,1059.65,43.81,3862,75.9451,0.2225
6,1297.19,1129.62,42.57,3654,92.7203,0.2203
6,1304.8,1129.62,42.57,4919,73.1653,0.2555
6,1243.22,1019.66,41.39,6141,62.0257,0.2559
8,1227.85,1019.66,41.39,4925,76.467,0.2479
8,1191.78,999.67,44.13,3417,86.8013,0.2554
6,1190.04,999.67,44.79,4170,60.3357,0.2558
5,1199.6,1009.66,44.79,3149,91.9975,0.2175
6,1164.2,949.68,44.13,7326,67.4174,0.2505
8,1218.29,1009.66,41.68,6247,53.1615,0.2498
7,1162.22,1009.66,41.68,7621,53.3788,0.2619
7,1143.79,979.67,44.46,6060,68.1683,0.255
7,1196.99,959.68,41.68,9544,60.6454,0.2543
6,1220.46,959.68,41.68,6262,59.917,0.2494
7,1224.37,1079.64,46.17,2368,77.7872,0.2486
8,1226.41,1039.65,42.57,5951,69.0304,0.2595
8,1200.03,1019.66,44.46,5987,81.5099,0.2174
7,1210.05,1019.66,44.79,3086,95.5282,0.2254
7,1288.62,1149.62,42.27,3893,87.5161,0.2217
7,1248.71,1049.65,42.27,5039,79.3411,0.2089
7,1183.95,1039.65,43.81,4610,83.9913,0.2571
8,1158.74,899.7,39.75,12537,64.6088,0.1501
6,1188.35,899.7,39.75,11611,34.5276,0.1753
6,1177.11,1059.65,44.79,2019,77.1174,0.2478
9,1142.54,1009.66,49.2,2560,85.1172,0.2553
8,1143.79,1009.66,48.8,3353,91.6194,0.255
6,1162.53,1009.66,48.4,3749,85.7562,0.2509
6,1161.28,1009.66,48.02,3171,87.0073,0.2512
7,1170.91,1059.65,47.26,3331,90.1831,0.2228
9,1175.69,1059.65,47.63,2817,95.6337,0.2219
7,1196.99,1059.65,44.79,3387,66.2533,0.2179
6,1226.11,1079.64,44.46,3328,67.2776,0.2128
6,1256.85,1099.63,40.55,5645,71.9575,0.2532
6,1281.48,1049.65,40.55,7262,58.8543,0.2601
7,1211.34,1049.65,40.83,5908,71.1916,0.2513
8,1193.52,1049.65,45.82,6656,85.8774,0.2186
6,1241.4,1049.65,44.13,3866,86.6529,0.2197
5,1255.04,1129.62,44.13,3481,68.4573,0.2535
6,1194.38,1049.65,44.13,3219,72.8487,0.2548
7,1199.6,1089.64,43.49,2346,57.7153,0.3262
7,1220.46,1079.64,43.49,3404,87.1622,0.3206
6,1197.43,979.67,42.87,5871,30.3696,0.2905
8,1116.43,929.69,42.87,8206,50.2437,0.1433
7,1099.23,849.72,42.87,11574,55.1236,0.2911
8,1166.69,919.69,42.87,4448,92.7383,0.3214
7,1188.73,1019.66,44.46,3223,62.9538,0.2926
7,1207.78,1069.64,43.49,3493,79.1011,0.3387
7,1157.95,969.68,43.81,6118,30.3857,0.3239
6,1096.43,939.69,45.13,5051,48.723,0.3283
7,1083.48,939.69,45.47,5979,78.4747,0.3195
9,1074.64,939.69,50.02,3507,90.6758,0.2863
8,1073.24,969.68,49.2,3008,72.0745,0.2609
7,1139.2,989.67,43.81,7236,88.6954,0.256
8,1162.11,1039.65,43.81,4699,83.9966,0.2868
8,1125.62,1009.66,48.02,3206,90.8609,0.2843
9,1086.95,979.67,48.4,2974,98.2179,0.2831
8,1085.24,969.68,49.2,3367,94.9213,0.258
7,1145.87,959.68,40.01,13868,62.1431,0.2182
7,1165.44,959.68,40.01,11802,70.1068,0.2145
6,1122.03,999.67,47.26,5989,89.8648,0.2496
8,1073.49,859.71,47.63,7114,80.0956,0.2508
7,1104.43,839.72,41.11,10154,37.1479,0.2535
6,1136.42,989.67,41.11,2853,51.6649,0.2464
8,1097.63,989.67,48.8,2092,81.74,0.2551
8,1130.04,909.7,43.18,11327,55.1602,0.2581
8,1153.78,879.71,43.18,10304,53.7655,0.2528
7,1122.03,869.71,43.49,10770,69.7679,0.2139
6,1117.63,869.71,43.49,13426,56.1001,0.2505
7,1170.44,869.71,44.46,5063,87.1025,0.17800000000000002
8,1208.29,989.67,44.46,6032,76.5584,0.2159
7,1243.22,1079.64,43.81,5283,80.2574,0.2194
7,1244.13,1069.64,41.11,5856,80.7206,0.2192
8,1223.94,999.67,41.11,5497,57.7588,0.2487
7,1178.36,959.68,43.49,7896,72.4037,0.2475
6,1181.78,959.68,42.27,10666,37.2117,0.2575
8,1009.66,359.88,42.27,14712,23.4706,0.1415
11,786.13,359.88,46.53,7324,60.8411,0.318
9,894.54,489.84,45.13,8293,61.1238,0.2885
7,1240.5,909.7,43.49,4166,60.2496,0.2199
8,1283.86,1169.61,42.87,3278,72.7578,0.1855
8,1218.29,989.67,42.87,5124,85.5582,0.2855
8,1147.62,989.67,46.17,4054,77.479,0.2788
7,1128.42,939.69,46.89,5510,59.5281,0.2836
8,1170.91,939.69,45.47,7369,59.6825,0.2599
8,1206.87,1039.65,45.47,3706,90.8527,0.2637
9,1211.34,1029.66,45.82,3720,88.9247,0.2513
8,1175.44,989.67,45.47,5038,61.2148,0.2836
8,1158.78,1009.66,45.47,2745,85.5738,0.2517
9,1032.62,949.68,52.19,364,71.97800000000001,0.3587
10,1063.49,959.68,52.19,646,36.5325,0.3617
9,1062.34,949.68,53.12,798,78.8221,0.3259
9,1065.41,949.68,52.65,716,86.5922,0.3249
9,1048.88,899.7,51.74,1248,62.0192,0.33
9,1063.35,979.67,51.74,866,82.679,0.3483
8,1074.04,989.67,52.65,453,93.5982,0.3352
10,1053.11,849.72,51.74,1874,57.7908,0.1826
10,1057.34,849.72,52.65,2540,30.315,0.1455
9,1088.44,969.68,51.74,921,42.5624,0.2573
9,1094.04,969.68,51.74,574,33.7979,0.3291
10,1101.94,1039.65,51.74,208,37.0192,0.349
9,1083.48,899.7,51.3,1038,22.3507,0.355
8,993.24,829.72,51.3,3345,73.8416,0.1798
9,972.09,619.79,53.59,7490,53.7383,0.2483
8,1032.62,959.68,54.07,1601,83.6352,0.2511
8,1009.66,799.73,55.06,2229,73.755,0.1769
9,963.47,779.74,55.06,4819,57.3563,0.3221
9,961.75,819.73,56.62,3292,83.5055,0.2868
9,946.35,819.73,57.16,2635,93.8899,0.317
11,770.82,589.8,60.02,3209,57.4634,0.3156
16,634.01,549.82,58.27,1402,37.0185,0.1402
13,753.53,549.82,54.56,6315,43.0404,0.1435
9,899.7,739.75,54.56,3971,88.3657,0.3227
10,813.73,679.77,55.06,6363,60.286,0.3511
9,814.59,649.78,55.06,7715,37.6539,0.2105
10,830.58,659.78,57.16,3614,70.3376,0.2064
9,764.88,579.81,59.43,4081,36.6332,0.1767
10,796.88,579.81,59.43,5474,34.472,0.3586
9,858.2,749.75,57.16,3055,84.2553,0.3531
8,914.86,749.75,52.19,5182,53.9753,0.141
9,924.85,739.75,52.19,2919,45.6321,0.1744
9,827.37,729.76,59.43,2912,64.5604,0.1777
9,853.35,709.76,59.43,3470,49.5389,0.1776
8,869.1,759.75,59.43,1573,77.4317,0.3487
9,860.32,759.75,59.43,2310,83.6364,0.1761
8,885.02,709.76,57.16,3242,45.5275,0.1412
6,872.52,709.76,57.16,1666,37.8151,0.1791
7,848.81,749.75,60.63,1401,61.5275,0.1428
9,865.17,769.74,60.02,1865,54.37,0.3503
9,867.84,749.75,56.62,3817,27.0107,0.1801
8,859.11,799.73,56.62,1800,30.1111,0.2116
10,850.3,799.73,63.85,286,49.3007,0.17300000000000001
9,806.3,339.89,63.85,4130,40.8717,0.2835
7,790.88,339.89,63.85,4868,42.6869,0.3251
8,836.49,719.76,63.18,1696,21.2264,0.2461
8,870.01,719.76,61.24,2997,11.9119,0.3483
9,853.05,719.76,61.24,1389,60.6911,0.1421
8,860.93,719.76,60.02,2084,70.8733,0.2464
8,893.9,839.72,61.88,858,71.3287,0.2887
7,912.28,829.72,58.84,1363,51.7241,0.2475
9,884.39,749.75,60.02,3465,60.8658,0.2473
8,883.14,749.75,60.63,3120,73.3654,0.2477
9,887.52,819.73,61.88,665,64.812,0.3521
11,912.28,819.73,57.71,1163,53.6543,0.2475
9,955.54,879.71,57.71,978,51.8405,0.2165
9,898.09,759.75,57.71,2366,34.1927,0.2155
9,853.05,749.75,64.54,1702,24.9119,0.3552
8,892.83,789.74,60.02,999,51.952,0.35
10,932.91,859.71,58.84,1485,57.2391,0.3112
9,934.17,809.73,58.84,851,69.2127,0.3322
9,938.65,809.73,56.62,2066,37.4637,0.2204
8,920.03,769.74,58.84,2592,19.3287,0.3261
7,933.24,769.74,57.16,3936,25.8892,0.3111
7,913.57,769.74,57.16,2969,51.0273,0.1766
8,767.04,599.8,60.63,3295,38.786,0.1762
8,766.5,599.8,60.02,2239,23.7159,0.2821
8,933.02,779.74,56.09,1992,84.99,0.3215
8,1021.14,879.71,52.19,2258,74.0921,0.2902
9,1010.02,859.71,52.19,2762,59.4135,0.2829
8,945.35,809.73,54.07,3045,54.6798,0.141
7,964.16,809.73,54.07,2251,59.7956,0.2146
8,970.02,799.73,54.07,1959,30.0153,0.1422
7,956.23,799.73,57.16,1339,47.1247,0.3246
8,992.53,879.71,56.62,807,70.1363,0.3239
8,1002.52,899.7,56.62,806,70.8437,0.3563
8,1006.09,899.7,53.59,1534,52.1512,0.213
9,1010.02,929.69,53.59,1099,61.1465,0.3182
9,998.6,909.7,56.62,952,87.7101,0.2861
9,992.17,909.7,57.16,1354,93.5746,0.28800000000000003
8,920.98,409.86,55.57,7938,49.2063,0.2802
10,710.01,409.86,57.16,5259,38.6575,0.1761
12,659.3,569.81,64.54,3048,22.5394,0.1806
7,816.58,609.8,59.43,2676,42.8625,0.2799
9,847.95,669.78,61.24,2965,55.4806,0.1734
10,694.65,579.81,65.96,1997,19.3791,0.1756
8,792.51,579.81,51.74,6062,23.4741,0.1753
7,982.53,789.74,51.74,1332,53.3033,0.1454
9,875.19,649.78,55.06,3530,44.1926,0.2949
8,965.75,649.78,53.59,3460,43.5838,0.3328
8,1013.23,829.72,54.56,3136,81.1862,0.282
6,1024.27,829.72,53.12,4047,96.1206,0.2629
8,1083.87,949.68,51.74,1626,76.8758,0.2839
6,1070.04,949.68,52.19,1119,83.9142,0.2617
6,1102.83,979.67,48.4,2205,61.4966,0.1451
7,1090.79,959.68,48.4,2284,47.5482,0.141
7,1007.16,769.74,52.65,3122,54.9648,0.2837
9,796.68,569.81,54.56,5945,45.5004,0.1743
10,652.11,339.89,66.69,694,57.9251,0.3566
9,726.68,339.89,61.24,3681,61.0432,0.2117
11,765.42,339.89,61.24,5705,37.4408,0.3178
10,662.34,339.89,64.54,2604,71.7358,0.1404
9,721.3,369.88,58.27,5999,45.2742,0.3199
8,777.85,669.78,58.27,1901,33.8769,0.3475
9,701.96,639.79,75.97,528,64.7727,0.1737
8,684.41,609.8,63.85,3623,40.6293,0.1782
7,703.27,609.8,63.85,3763,35.7428,0.1777
9,798.02,659.78,53.59,4644,23.2343,0.2506
8,1015.59,679.77,53.59,5613,31.3201,0.1459
8,1075.41,999.67,54.07,281,27.4021,0.3577
9,1074.26,999.67,53.12,383,37.859,0.1432
8,1100.43,1019.66,51.74,279,72.7599,0.2181
9,1112.83,1039.65,51.74,605,36.8595,0.2516
7,1086.95,879.71,52.19,1599,36.7104,0.1415
6,1098.43,879.71,51.74,1238,43.6995,0.1821
7,1122.83,1079.64,51.74,166,63.253,0.1781
6,1117.23,1029.66,50.86,735,88.5714,0.2864
6,1131.71,1029.66,50.86,759,86.693,0.2209
7,1139.62,1089.64,50.86,205,20.0,0.3291
7,1095.79,979.67,50.86,724,82.1823,0.35100000000000003
7,1030.4,869.71,54.07,1255,76.4143,0.1797
7,988.6,799.73,55.06,1637,40.8064,0.1445
7,1010.38,909.7,55.57,263,64.6388,0.1414
6,1005.74,949.68,56.09,142,62.6761,0.1776
6,1003.24,909.7,55.57,385,29.6104,0.2492
8,1026.69,909.7,55.06,786,47.8372,0.1443
5,1031.96,839.72,54.07,1628,82.3096,0.2236
6,1056.96,839.72,51.74,1347,57.8322,0.2183
6,1100.83,1039.65,51.3,800,74.5,0.327
8,1046.69,799.73,51.3,1707,23.9016,0.3539
7,1053.49,799.73,51.3,1654,10.2781,0.2191
8,1129.62,1039.65,50.02,596,50.8389,0.332
8,1142.95,1039.65,48.02,1108,58.574,0.1823
8,1141.22,1019.66,48.02,1675,53.6119,0.1753
8,1107.23,999.67,48.02,2461,55.9122,0.2168
7,1084.44,919.69,51.74,1551,87.7498,0.2213
7,1130.02,919.69,49.6,644,42.0807,0.2124
8,1167.53,1099.63,49.6,370,60.8108,0.3569
8,1142.95,989.67,50.44,1459,61.1378,0.1458
6,1167.87,989.67,48.02,1464,64.6175,0.1862
7,1201.77,1129.62,48.02,566,68.0212,0.3256
6,1180.44,949.68,48.02,935,52.5134,0.1412
9,1165.44,949.68,48.02,1313,46.8393,0.14300000000000002
6,1173.96,1139.62,49.2,244,76.6393,0.3333
6,1134.62,1079.64,49.2,351,74.359,0.2571
6,1049.27,949.68,53.12,476,65.3361,0.2199
6,987.53,919.69,55.57,405,33.3333,0.1808
8,1006.09,929.69,54.07,201,47.2637,0.1775
6,1033.89,839.72,54.07,1246,15.4896,0.1488
6,1089.64,839.72,49.2,2243,42.1311,0.2824
9,1120.83,1009.66,49.2,1201,74.1882,0.2855
7,1132.96,949.68,46.89,3421,52.586999999999996,0.2207
7,1132.42,949.68,46.89,2920,49.1781,0.2119
7,1109.63,1039.65,51.3,733,60.573,0.3244
7,1082.84,889.7,50.44,2050,45.7073,0.1478
6,997.52,869.71,53.12,2075,42.747,0.1432
7,1016.7,869.71,53.59,1880,49.8404,0.1821
6,1109.63,869.71,48.8,1979,44.669,0.1442
7,1188.3,1119.63,46.89,702,38.3191,0.2195
8,1151.28,999.67,46.89,1171,62.4253,0.1448
9,1136.82,999.67,49.2,757,82.1664,0.2111
8,1140.87,899.7,49.2,2014,46.9215,0.1826
7,1161.28,1079.64,49.2,517,45.2611,0.287
8,1130.42,1049.65,49.2,659,39.909,0.1769
9,1051.96,909.7,52.65,1234,51.7828,0.2194
8,1040.39,839.72,52.65,2107,74.3711,0.1424
8,903.89,699.77,52.65,4075,17.2515,0.1784
8,873.77,699.77,55.57,3180,36.5723,0.1431
7,986.22,769.74,53.12,3320,33.1928,0.2098
9,1053.88,879.71,52.19,1923,30.8372,0.146
9,1072.44,1009.66,52.19,512,31.4453,0.3357
9,1096.94,1009.66,50.02,658,84.1945,0.1403
10,1119.63,759.75,41.39,9426,84.5321,0.2501
7,1098.83,759.75,41.39,9285,79.2676,0.2548
8,1085.79,939.69,52.19,711,69.4796,0.1417
8,1083.87,1029.66,52.65,274,74.8175,0.1419
7,1100.43,999.67,51.3,751,44.3409,0.1454
7,1132.54,999.67,50.86,879,27.19,0.2208
7,1112.03,949.68,50.44,1295,41.7761,0.1439
6,1056.57,819.73,50.44,2471,82.9219,0.2548
6,1079.24,879.71,52.19,2356,49.3209,0.2224
7,1111.94,919.69,50.02,1466,28.2401,0.3459
8,1037.8,909.7,50.02,1720,39.3605,0.1784
7,940.38,789.74,56.09,1547,52.3594,0.22
6,903.57,769.74,58.84,1030,64.2718,0.2142
7,928.08,769.74,57.16,2219,37.7648,0.2086
7,984.67,809.73,56.09,1472,80.5027,0.1814
7,1015.22,959.68,56.09,371,81.6712,0.1824
5,997.52,929.69,56.62,486,82.0988,0.179
6,1000.38,929.69,55.57,700,43.1429,0.2142
4,1003.95,939.69,55.57,517,47.7756,0.2134
6,987.88,899.7,56.62,706,67.847,0.1808
6,996.81,899.7,56.62,890,72.5843,0.215
7,1016.45,939.69,55.06,702,84.3305,0.2108
5,1023.59,959.68,55.06,697,84.6485,0.2094
6,1015.38,969.68,56.09,484,91.5289,0.21100000000000002
6,1004.48,969.68,57.71,389,91.2596,0.1844
5,989.67,909.7,57.71,702,67.5214,0.2165
6,985.39,909.7,56.62,661,78.0635,0.2175
5,1008.95,949.68,57.16,501,95.8084,0.2124
7,1010.77,929.69,56.62,570,77.5439,0.2199
5,1001.52,929.69,56.62,515,76.699,0.1849
5,988.24,919.69,57.16,745,80.4027,0.2168
6,985.74,919.69,57.16,924,56.0606,0.2174
6,1010.4,929.69,56.62,539,62.7087,0.2199
8,988.96,799.73,56.62,1682,51.0107,0.1806
8,931.36,799.73,56.62,2997,25.4588,0.179
7,833.84,709.76,56.62,1634,30.2326,0.2116
6,806.59,709.76,63.85,1052,31.2738,0.1417
8,828.25,719.76,63.85,895,19.1061,0.142
8,803.16,739.75,66.69,276,47.4638,0.3202
8,740.52,609.8,70.61,1417,33.3098,0.1385
7,725.66,609.8,68.2,1405,33.1673,0.2827
8,858.5,629.79,58.27,3156,52.5665,0.2824
8,964.16,889.7,58.27,783,70.7535,0.2146
8,956.92,849.72,58.84,679,87.4816,0.2162
8,907.12,849.72,60.63,473,71.6702,0.2134
8,910.66,849.72,59.43,893,69.8768,0.2125
8,938.69,869.71,59.43,570,88.5965,0.1776
8,915.82,849.72,59.43,715,57.6224,0.2113
6,942.35,849.72,56.09,1097,43.7557,0.2122
7,975.54,879.71,56.09,1340,29.7015,0.1767
7,964.51,879.71,58.84,793,50.4414,0.1788
8,967.61,839.72,58.27,816,48.5294,0.1782
8,944.69,829.72,58.84,785,62.8025,0.1764
7,953.48,879.71,59.43,746,58.445,0.217
8,943.35,879.71,59.43,730,64.1096,0.212
8,948.35,879.71,57.16,657,45.2055,0.2109
7,900.02,739.75,57.16,1018,29.5678,0.1792
7,903.25,739.75,59.43,2425,19.0928,0.1786
7,959.68,889.7,59.43,700,49.4286,0.2156
7,892.2,729.76,60.63,1051,31.4938,0.1751
6,915.82,729.76,56.09,1946,39.4656,0.1761
7,998.24,329.89,56.09,16774,90.1157,0.322
8,997.88,329.89,56.09,10249,83.6472,0.3579
7,1004.31,949.68,56.09,717,38.6332,0.2134
6,996.1,879.71,55.06,1052,28.1369,0.2151
6,1006.45,879.71,55.06,921,38.9794,0.2129
7,1010.77,949.68,56.62,540,67.4074,0.1832
7,1025.95,939.69,55.57,481,74.0125,0.2166
6,1025.58,919.69,54.07,1109,73.4896,0.1806
6,1041.5,919.69,54.07,939,62.7263,0.2134
7,1065.03,979.67,50.44,765,81.9608,0.1445
7,1060.8,949.68,50.44,1343,86.2249,0.1813
6,1029.29,949.68,54.56,1426,97.1248,0.1799
8,1027.06,959.68,54.56,1158,92.7461,0.1803
7,1045.04,979.67,53.59,691,73.3719,0.2208
8,1046.69,979.67,53.59,652,59.5092,0.1769
8,1040.76,979.67,54.56,393,77.8626,0.2135
6,1039.28,969.68,54.07,662,90.1813,0.2138
6,1016.45,959.68,54.07,811,82.3674,0.2108
7,1018.55,959.68,55.57,613,94.4535,0.2182
7,1044.84,989.67,55.06,328,94.8171,0.2127
7,1041.87,969.68,55.06,411,78.1022,0.2133
7,1028.18,959.68,56.62,542,90.4059,0.1801
7,1018.95,949.68,56.62,591,93.9086,0.1753
7,1027.44,949.68,54.07,724,71.6851,0.1802
7,1033.36,959.68,54.07,546,63.0037,0.1434
7,1001.81,939.69,56.62,487,78.2341,0.1783
7,1005.22,939.69,56.09,402,76.6169,0.1842
7,1022.99,949.68,56.09,648,67.9012,0.2172
6,1040.02,969.68,54.07,830,86.0241,0.1781
7,1055.42,979.67,54.07,1294,89.1036,0.1822
7,1053.72,969.68,54.07,1073,82.8518,0.1757
7,1036.69,939.69,55.06,1041,88.3766,0.1786
7,1027.06,939.69,55.06,914,77.4617,0.2164
7,1048.54,959.68,53.59,718,74.9304,0.1766
7,1060.03,999.67,53.59,692,65.7514,0.1451
7,1024.47,929.69,54.56,826,76.5133,0.1808
7,1023.94,929.69,54.07,1038,85.4528,0.2093
6,1042.25,959.68,54.07,843,88.1376,0.1777
6,1025.21,899.7,55.06,1254,56.7783,0.1806
6,1009.66,899.7,55.06,1115,65.5605,0.2122
8,1022.25,959.68,55.06,756,83.5979,0.1812
7,1054.65,979.67,54.56,669,53.5127,0.1459
7,1058.49,969.68,54.56,765,36.9935,0.1817
8,1040.76,939.69,54.56,813,63.2226,0.1423
8,1027.51,939.69,53.59,1434,86.6806,0.1738
7,1029.66,949.68,53.59,1046,87.4761,0.1799
8,1018.55,949.68,55.06,754,91.1141,0.2182
5,1034.47,949.68,53.59,871,77.3823,0.2148
6,1044.1,949.68,53.59,820,81.3415,0.1774
5,1039.65,979.67,54.56,665,93.0827,0.1781
9,1043.73,979.67,54.07,782,68.798,0.1774
7,1038.17,939.69,54.07,1482,59.1093,0.1784
5,1052.34,939.69,53.12,1542,45.5253,0.1827
7,1065.8,999.67,53.12,880,68.1818,0.1804
7,1057.34,999.67,53.12,784,66.4541,0.1819
6,1054.83,989.67,53.59,932,70.1717,0.1756
6,1071.95,1009.66,52.19,988,82.99600000000001,0.1794
7,1058.88,969.68,52.19,1193,91.5339,0.1816
10,1043.5,969.68,53.59,1250,88.32,0.1843
7,1035.21,939.69,54.56,1387,85.0036,0.2147
7,1038.54,939.69,54.07,946,88.055,0.1783
7,1047.43,949.68,54.07,779,89.2169,0.1768
9,1037.8,949.68,54.56,855,91.345,0.1784
8,1043.11,969.68,53.12,854,75.9953,0.1844
8,1035.58,959.68,53.12,741,66.9366,0.1788
8,1024.47,959.68,55.57,889,83.1271,0.1808
9,1042.62,949.68,53.59,1332,73.9489,0.1776
8,1043.11,949.68,53.59,1260,73.25399999999999,0.1844
7,1023.73,959.68,55.06,987,82.1682,0.1809
7,1016.09,939.69,55.57,894,68.3445,0.2109
6,1018.18,929.69,55.57,703,81.9346,0.2183
8,1015.59,929.69,53.59,890,82.3596,0.1823
7,1036.32,949.68,53.59,622,67.5241,0.2144
7,1042.99,979.67,54.07,578,83.045,0.2131
6,1049.65,979.67,52.65,609,93.1034,0.1764
7,1059.26,969.68,52.65,949,79.3467,0.1816
6,1039.28,959.68,54.56,980,65.7143,0.1782
7,1053.72,959.68,53.59,1000,80.1,0.1757
7,1047.34,969.68,53.59,672,94.0476,0.1836
6,1034.47,969.68,55.06,598,80.4348,0.179
7,1021.09,949.68,56.62,635,85.6693,0.2099
6,1017.81,939.69,53.59,1469,57.1137,0.182
6,1050.8,939.69,52.19,1110,57.3874,0.183
7,1066.18,969.68,52.19,589,46.0102,0.1804
7,1041.13,959.68,53.59,759,50.9881,0.1779
6,1033.36,959.68,54.07,609,82.266,0.1792
7,1056.96,979.67,54.07,628,66.5605,0.182
8,1058.11,979.67,53.59,923,60.3467,0.1818
7,1034.47,889.7,53.59,1497,48.3634,0.179
7,1002.17,889.7,54.56,1427,44.2186,0.1782
7,983.6,899.7,54.56,1487,59.9193,0.1816
8,973.25,899.7,57.71,1352,61.0207,0.1835
7,1014.85,899.7,52.65,1564,71.0997,0.1825
6,1041.13,919.69,52.65,1424,60.8146,0.1779
